loc1,loc2,score
GHA,NCL,349
JOR,NCL,181
CHE,NCL,10724
CIV,NCL,2739
BOL,NCL,220
BEL,NCL,8629
LBY,NCL,110
KHM,NCL,435
BLR,NCL,422
CZE,NCL,930
GTM,NCL,142
ECU,NCL,477
HKG,NCL,1001
KWT,NCL,266
KAZ,NCL,106
MYS,NCL,275
CHL,NCL,721
ARG,NCL,383
AUS,NCL,13699
ITA,NCL,1539
KOR,NCL,465
COL,NCL,275
MAR,NCL,1271
MMR,NCL,98
CAN,NCL,5166
ARE,NCL,909
ESP,NCL,2100
EGY,NCL,144
BGD,NCL,75
DZA,NCL,1108
GBR,NCL,1211
DEU,NCL,1199
BRA,NCL,377
JPN,NCL,1221
FRA,NCL,131380
MEX,NCL,201
IDN,NCL,370
IND,NCL,73
ATG,GTM,890
GRD,GTM,720
FSM,GTM,309
ABW,GTM,2618
CPV,GTM,601
CUW,GTM,1330
BRB,GTM,577
BHS,GTM,1142
CAF,GTM,418
BLZ,GTM,175610
GNQ,GTM,1943
DJI,GTM,359
GUF,GTM,868
FJI,GTM,238
BTN,GTM,209
BWA,GTM,211
GLP,GTM,419
BDI,GTM,338
BRN,GTM,199
GAB,GTM,415
CYP,GTM,364
COG,GTM,516
GMB,GTM,963
EST,GTM,228
BIH,GTM,148
GIN,GTM,439
BFA,GTM,458
CRI,GTM,24883
AGO,GTM,1044
BEN,GTM,2319
ARM,GTM,83
ALB,GTM,309
GEO,GTM,158
CMR,GTM,482
BGR,GTM,260
COD,GTM,448
GRC,GTM,272
DNK,GTM,337
FIN,GTM,177
AUT,GTM,578
BHR,GTM,362
DOM,GTM,8389
ETH,GTM,234
AZE,GTM,154
GHA,GTM,731
CHE,GTM,1129
CIV,GTM,691
BOL,GTM,14038
BEL,GTM,465
BLR,GTM,236
CZE,GTM,178
GTM,GTM,3848174
ECU,GTM,12116
CHL,GTM,2863
ARG,GTM,4826
AUS,GTM,301
COL,GTM,9098
CAN,GTM,3032
ARE,GTM,463
ESP,GTM,3852
EGY,GTM,451
BGD,GTM,333
DZA,GTM,922
GBR,GTM,294
DEU,GTM,490
BRA,GTM,1304
FRA,GTM,330
ATG,MEX,852
GRD,MEX,669
KIR,MEX,201
FSM,MEX,178
LCA,MEX,677
IMN,MEX,286
ABW,MEX,2759
CYM,MEX,2612
JEY,MEX,442
CPV,MEX,537
CUW,MEX,1613
BRB,MEX,380
BHS,MEX,1211
CAF,MEX,309
BLZ,MEX,12252
ISL,MEX,697
GNQ,MEX,1841
DJI,MEX,289
MLT,MEX,831
GUF,MEX,1247
GUM,MEX,460
MNE,MEX,445
GNB,MEX,478
FJI,MEX,203
MDV,MEX,461
BTN,MEX,220
COM,MEX,166
GUY,MEX,1093
BWA,MEX,224
MTQ,MEX,432
LBR,MEX,697
GLP,MEX,579
BDI,MEX,274
BRN,MEX,229
GAB,MEX,412
LUX,MEX,968
CYP,MEX,497
COG,MEX,513
MUS,MEX,352
LSO,MEX,151
MKD,MEX,372
MRT,MEX,414
MAC,MEX,202
GMB,MEX,1111
EST,MEX,342
JAM,MEX,942
LVA,MEX,290
MWI,MEX,166
BIH,MEX,223
GIN,MEX,418
MDG,MEX,494
BFA,MEX,385
MNG,MEX,167
CRI,MEX,9368
HRV,MEX,365
AGO,MEX,1020
MDA,MEX,169
BEN,MEX,1177
LAO,MEX,127
LTU,MEX,290
ARM,MEX,149
ALB,MEX,349
HTI,MEX,2715
MLI,MEX,415
GEO,MEX,235
CMR,MEX,510
IRL,MEX,953
LBN,MEX,550
BGR,MEX,380
COD,MEX,377
GRC,MEX,459
KGZ,MEX,91
HUN,MEX,366
DNK,MEX,450
FIN,MEX,419
HND,MEX,17301
AUT,MEX,692
BHR,MEX,402
DOM,MEX,6737
ETH,MEX,204
LKA,MEX,298
AZE,MEX,185
KEN,MEX,347
GHA,MEX,762
JOR,MEX,311
CHE,MEX,1359
CIV,MEX,549
BOL,MEX,8180
BEL,MEX,600
LBY,MEX,295
KHM,MEX,152
BLR,MEX,421
CZE,MEX,349
GTM,MEX,15259
ECU,MEX,9461
HKG,MEX,259
KWT,MEX,365
KAZ,MEX,260
CHL,MEX,4182
ARG,MEX,5546
AUS,MEX,483
ITA,MEX,888
KOR,MEX,321
COL,MEX,8559
MAR,MEX,2476
MMR,MEX,123
CAN,MEX,2399
ARE,MEX,557
ESP,MEX,3400
EGY,MEX,537
BGD,MEX,252
DZA,MEX,1230
GBR,MEX,478
DEU,MEX,769
BRA,MEX,1254
JPN,MEX,313
FRA,MEX,652
MEX,MEX,449227
IDN,MEX,210
IND,MEX,152
ATG,PAK,841
GRD,PAK,917
KIR,PAK,1429
FSM,PAK,823
LCA,PAK,816
IMN,PAK,687
ABW,PAK,498
CYM,PAK,721
JEY,PAK,702
CPV,PAK,459
CUW,PAK,619
BRB,PAK,583
BHS,PAK,722
CAF,PAK,2140
BLZ,PAK,795
ISL,PAK,434
GNQ,PAK,1464
DJI,PAK,2787
MLT,PAK,4755
PYF,PAK,181
GUF,PAK,572
GUM,PAK,512
NCL,PAK,124
MNE,PAK,584
GNB,PAK,1516
FJI,PAK,1517
MDV,PAK,5591
BTN,PAK,919
COM,PAK,976
GUY,PAK,1708
BWA,PAK,1555
MTQ,PAK,197
LBR,PAK,4871
GLP,PAK,293
BDI,PAK,2099
BRN,PAK,5109
GAB,PAK,945
LUX,PAK,838
PNG,PAK,1775
CYP,PAK,13094
COG,PAK,1615
MUS,PAK,2460
LSO,PAK,1364
MKD,PAK,644
MRT,PAK,2035
MAC,PAK,855
GMB,PAK,3323
NER,PAK,2152
EST,PAK,527
JAM,PAK,1629
LVA,PAK,509
MWI,PAK,2117
BIH,PAK,2912
GIN,PAK,1844
MDG,PAK,1679
BFA,PAK,1699
MNG,PAK,699
CRI,PAK,672
MOZ,PAK,2217
HRV,PAK,307
AGO,PAK,1826
MDA,PAK,474
BEN,PAK,3510
LAO,PAK,1249
LTU,PAK,360
ARM,PAK,338
ALB,PAK,734
HTI,PAK,1590
MLI,PAK,1743
PAN,PAK,802
GEO,PAK,658
NOR,PAK,1723
NIC,PAK,1139
CMR,PAK,1582
IRL,PAK,2159
LBN,PAK,1960
BGR,PAK,503
COD,PAK,1823
GRC,PAK,13296
KGZ,PAK,3862
HUN,PAK,440
DNK,PAK,1073
FIN,PAK,628
HND,PAK,994
AUT,PAK,1124
BHR,PAK,80857
DOM,PAK,1258
ETH,PAK,2241
NZL,PAK,827
LKA,PAK,2164
AZE,PAK,1506
KEN,PAK,3511
GHA,PAK,3659
JOR,PAK,2256
CHE,PAK,916
CIV,PAK,1824
BOL,PAK,549
BEL,PAK,1274
LBY,PAK,1803
KHM,PAK,1451
BLR,PAK,1051
OMN,PAK,86599
CZE,PAK,272
GTM,PAK,540
ECU,PAK,618
NPL,PAK,1907
HKG,PAK,2242
NLD,PAK,790
KWT,PAK,16205
KAZ,PAK,1001
MYS,PAK,5770
CHL,PAK,313
ARG,PAK,490
AUS,PAK,2435
ITA,PAK,3186
KOR,PAK,941
NGA,PAK,2611
COL,PAK,689
PER,PAK,507
MAR,PAK,2921
MMR,PAK,668
CAN,PAK,2243
ARE,PAK,160504
ESP,PAK,2194
EGY,PAK,2140
PAK,PAK,1009082
BGD,PAK,9337
DZA,PAK,1923
GBR,PAK,4639
DEU,PAK,1609
PHL,PAK,3080
BRA,PAK,679
JPN,PAK,608
FRA,PAK,1341
MEX,PAK,492
IDN,PAK,2299
IND,PAK,3922
ATG,ARG,836
AGO,ARG,1235
ARM,ARG,631
ALB,ARG,574
ARG,ARG,1863542
ARE,ARG,737
ATG,JPN,824
GRD,JPN,657
FSM,JPN,3198
IMN,JPN,1089
ABW,JPN,867
JEY,JPN,1398
CPV,JPN,273
CUW,JPN,532
BRB,JPN,727
BHS,JPN,685
CAF,JPN,305
BLZ,JPN,403
ISL,JPN,2033
GNQ,JPN,357
DJI,JPN,494
GUF,JPN,383
GUM,JPN,19891
GNB,JPN,225
FJI,JPN,2613
BTN,JPN,3645
GUY,JPN,311
BWA,JPN,369
GLP,JPN,366
BDI,JPN,206
BRN,JPN,3351
GAB,JPN,259
CYP,JPN,1921
COG,JPN,283
GMB,JPN,709
EST,JPN,1116
JAM,JPN,1999
BIH,JPN,235
GIN,JPN,636
BFA,JPN,355
CRI,JPN,563
HRV,JPN,608
AGO,JPN,208
BEN,JPN,333
ARM,JPN,267
ALB,JPN,239
HTI,JPN,164
GEO,JPN,394
CMR,JPN,639
IRL,JPN,1513
BGR,JPN,558
COD,JPN,254
GRC,JPN,719
HUN,JPN,793
DNK,JPN,1330
FIN,JPN,1741
HND,JPN,161
AUT,JPN,1518
BHR,JPN,2459
DOM,JPN,441
ETH,JPN,235
AZE,JPN,262
GHA,JPN,1077
JOR,JPN,290
CHE,JPN,3180
CIV,JPN,223
BOL,JPN,1017
BEL,JPN,1260
BLR,JPN,702
CZE,JPN,918
GTM,JPN,152
ECU,JPN,198
HKG,JPN,10246
CHL,JPN,494
ARG,JPN,417
AUS,JPN,4713
ITA,JPN,1521
COL,JPN,267
CAN,JPN,2654
ARE,JPN,3520
ESP,JPN,1166
EGY,JPN,204
BGD,JPN,855
DZA,JPN,129
GBR,JPN,1713
DEU,JPN,1625
BRA,JPN,1641
JPN,JPN,605235
FRA,JPN,1436
IDN,JPN,1933
IND,JPN,248
ATG,ROU,816
GRD,ROU,859
KIR,ROU,202
FSM,ROU,139
LCA,ROU,1237
IMN,ROU,17160
ABW,ROU,1414
CYM,ROU,5227
JEY,ROU,58012
CPV,ROU,787
CUW,ROU,936
BRB,ROU,863
BHS,ROU,1331
CAF,ROU,1550
BLZ,ROU,484
ISL,ROU,20616
GNQ,ROU,1252
DJI,ROU,538
MLT,ROU,22914
PYF,ROU,656
GUF,ROU,2121
GUM,ROU,419
NCL,ROU,580
MNE,ROU,6322
GNB,ROU,608
FJI,ROU,456
MDV,ROU,1362
BTN,ROU,279
COM,ROU,286
GUY,ROU,522
BWA,ROU,377
MTQ,ROU,2282
LBR,ROU,1217
GLP,ROU,2078
BDI,ROU,548
BRN,ROU,427
GAB,ROU,1178
LUX,ROU,34786
PNG,ROU,261
CYP,ROU,58091
COG,ROU,1257
MUS,ROU,1227
LSO,ROU,171
MKD,ROU,7102
MRT,ROU,422
MAC,ROU,926
GMB,ROU,4200
NER,ROU,645
EST,ROU,2723
JAM,ROU,958
REU,ROU,759
LVA,ROU,3068
MWI,ROU,299
BIH,ROU,3263
GIN,ROU,1070
PRY,ROU,797
MDG,ROU,1382
PRI,ROU,543
BFA,ROU,579
MNG,ROU,490
CRI,ROU,743
MOZ,ROU,493
HRV,ROU,4259
AGO,ROU,849
MDA,ROU,145335
BEN,ROU,8041
LAO,ROU,196
LTU,ROU,2755
ARM,ROU,1134
ALB,ROU,6503
HTI,ROU,509
MLI,ROU,607
PAN,ROU,592
GEO,ROU,1473
NOR,ROU,12517
NIC,ROU,502
CMR,ROU,1557
IRL,ROU,51265
LBN,ROU,2952
BGR,ROU,8612
COD,ROU,511
GRC,ROU,15649
KGZ,ROU,573
HUN,ROU,73915
DNK,ROU,28030
FIN,ROU,5381
HND,ROU,487
PRT,ROU,8676
AUT,ROU,91149
BHR,ROU,1832
DOM,ROU,1224
ETH,ROU,451
NZL,ROU,1318
LKA,ROU,3642
AZE,ROU,1203
KEN,ROU,757
GHA,ROU,1754
JOR,ROU,1573
CHE,ROU,29161
CIV,ROU,1610
ROU,ROU,5119095
BOL,ROU,374
BEL,ROU,44339
LBY,ROU,491
KHM,ROU,156
BLR,ROU,2150
OMN,ROU,999
CZE,ROU,8101
GTM,ROU,323
ECU,ROU,481
NPL,ROU,2043
HKG,ROU,566
QAT,ROU,3332
NLD,ROU,21652
KWT,ROU,1396
KAZ,ROU,871
MYS,ROU,372
CHL,ROU,439
POL,ROU,2459
ARG,ROU,631
AUS,ROU,1473
ITA,ROU,59631
KOR,ROU,423
NGA,ROU,1084
COL,ROU,473
PER,ROU,412
MAR,ROU,1663
MMR,ROU,102
CAN,ROU,3333
ARE,ROU,3768
ESP,ROU,44581
EGY,ROU,789
PAK,ROU,802
BGD,ROU,415
DZA,ROU,975
GBR,ROU,57742
DEU,ROU,68789
PHL,ROU,694
BRA,ROU,469
JPN,ROU,521
FRA,ROU,14300
MEX,ROU,409
IDN,ROU,444
IND,ROU,224
ATG,JOR,777
GRD,JOR,561
FSM,JOR,219
IMN,JOR,642
ABW,JOR,779
JEY,JOR,754
CPV,JOR,330
CUW,JOR,609
BRB,JOR,461
BHS,JOR,407
CAF,JOR,4126
BLZ,JOR,753
ISL,JOR,1539
GNQ,JOR,3115
DJI,JOR,4077
GUF,JOR,941
GUM,JOR,1479
GNB,JOR,906
FJI,JOR,467
BTN,JOR,236
GUY,JOR,553
BWA,JOR,414
GLP,JOR,222
BDI,JOR,777
BRN,JOR,1667
GAB,JOR,785
CYP,JOR,14804
COG,JOR,1016
GMB,JOR,2168
EST,JOR,480
JAM,JOR,717
BIH,JOR,1639
GIN,JOR,1822
BFA,JOR,2951
CRI,JOR,537
HRV,JOR,643
AGO,JOR,896
BEN,JOR,1441
ARM,JOR,2038
ALB,JOR,770
HTI,JOR,638
GEO,JOR,2258
CMR,JOR,916
IRL,JOR,1510
BGR,JOR,990
COD,JOR,971
GRC,JOR,2158
HUN,JOR,1561
DNK,JOR,2129
FIN,JOR,1073
HND,JOR,527
AUT,JOR,3331
BHR,JOR,61855
DOM,JOR,696
ETH,JOR,11085
AZE,JOR,803
GHA,JOR,3999
JOR,JOR,6429348
CHE,JOR,1972
CIV,JOR,1744
BOL,JOR,358
BEL,JOR,1978
BLR,JOR,1773
CZE,JOR,561
GTM,JOR,318
ECU,JOR,379
HKG,JOR,898
CHL,JOR,359
ARG,JOR,510
AUS,JOR,2469
ITA,JOR,1095
COL,JOR,520
CAN,JOR,4258
ARE,JOR,59018
ESP,JOR,967
EGY,JOR,45872
BGD,JOR,2673
DZA,JOR,8835
GBR,JOR,1847
DEU,JOR,5000
BRA,JOR,437
FRA,JOR,909
IDN,JOR,411
IND,JOR,579
ATG,EGY,751
ABW,EGY,601
CPV,EGY,638
CUW,EGY,463
BRB,EGY,347
BHS,EGY,395
CAF,EGY,14318
BLZ,EGY,578
DJI,EGY,12286
BTN,EGY,185
BWA,EGY,813
BDI,EGY,1729
BRN,EGY,1283
CYP,EGY,6287
COG,EGY,1854
EST,EGY,597
BIH,EGY,621
BFA,EGY,3256
CRI,EGY,824
AGO,EGY,1258
BEN,EGY,2240
ARM,EGY,491
ALB,EGY,779
CMR,EGY,1725
BGR,EGY,554
COD,EGY,1293
DNK,EGY,684
AUT,EGY,2370
BHR,EGY,16723
DOM,EGY,1147
AZE,EGY,627
CHE,EGY,1427
CIV,EGY,2684
BOL,EGY,555
BEL,EGY,1048
BLR,EGY,1973
CZE,EGY,523
ECU,EGY,714
CHL,EGY,361
ARG,EGY,590
AUS,EGY,1061
COL,EGY,950
CAN,EGY,1641
ARE,EGY,40485
EGY,EGY,1032826
BGD,EGY,1291
DZA,EGY,6702
DEU,EGY,1904
BRA,EGY,832
ATG,PER,750
GRD,PER,750
KIR,PER,371
FSM,PER,145
LCA,PER,750
IMN,PER,282
ABW,PER,21774
CYM,PER,3881
JEY,PER,618
CPV,PER,720
CUW,PER,8270
BRB,PER,440
BHS,PER,2302
CAF,PER,1240
BLZ,PER,2969
ISL,PER,828
GNQ,PER,2200
DJI,PER,353
MLT,PER,1446
GUF,PER,4834
GUM,PER,348
NCL,PER,223
MNE,PER,635
GNB,PER,512
FJI,PER,235
MDV,PER,455
BTN,PER,357
COM,PER,165
GUY,PER,3594
BWA,PER,237
MTQ,PER,509
LBR,PER,706
GLP,PER,583
BDI,PER,275
BRN,PER,251
GAB,PER,450
LUX,PER,1701
CYP,PER,429
COG,PER,540
MUS,PER,388
LSO,PER,180
MKD,PER,352
MRT,PER,473
MAC,PER,319
GMB,PER,905
NER,PER,383
EST,PER,285
JAM,PER,736
LVA,PER,273
MWI,PER,181
BIH,PER,247
GIN,PER,375
MDG,PER,538
BFA,PER,410
MNG,PER,222
CRI,PER,8112
MOZ,PER,815
HRV,PER,434
AGO,PER,1120
MDA,PER,234
BEN,PER,2004
LAO,PER,205
LTU,PER,251
ARM,PER,160
ALB,PER,357
HTI,PER,1662
MLI,PER,426
PAN,PER,12442
GEO,PER,258
NOR,PER,566
NIC,PER,10652
CMR,PER,452
IRL,PER,496
LBN,PER,431
BGR,PER,359
COD,PER,398
GRC,PER,417
KGZ,PER,120
HUN,PER,285
DNK,PER,483
FIN,PER,418
HND,PER,9354
AUT,PER,812
BHR,PER,484
DOM,PER,7548
ETH,PER,208
NZL,PER,604
LKA,PER,329
AZE,PER,208
KEN,PER,416
GHA,PER,628
JOR,PER,324
CHE,PER,2707
CIV,PER,513
BOL,PER,29132
BEL,PER,907
LBY,PER,292
KHM,PER,227
BLR,PER,599
OMN,PER,408
CZE,PER,297
GTM,PER,8827
ECU,PER,21667
NPL,PER,178
HKG,PER,282
NLD,PER,842
KWT,PER,394
KAZ,PER,203
MYS,PER,239
CHL,PER,28517
ARG,PER,11511
AUS,PER,880
ITA,PER,4115
KOR,PER,425
NGA,PER,385
COL,PER,20436
PER,PER,1441037
MAR,PER,2299
MMR,PER,169
CAN,PER,1287
ARE,PER,568
ESP,PER,12016
EGY,PER,530
BGD,PER,288
DZA,PER,1063
GBR,PER,503
DEU,PER,964
BRA,PER,2123
JPN,PER,1259
FRA,PER,856
MEX,PER,8049
IDN,PER,301
IND,PER,167
ATG,LTU,747
GRD,LTU,535
KIR,LTU,120
FSM,LTU,152
LCA,LTU,422
IMN,LTU,4556
ABW,LTU,940
CYM,LTU,2358
JEY,LTU,5265
CPV,LTU,503
CUW,LTU,715
BRB,LTU,503
BHS,LTU,376
CAF,LTU,350
BLZ,LTU,349
ISL,LTU,143942
GNQ,LTU,667
DJI,LTU,702
GUF,LTU,748
GUM,LTU,301
GNB,LTU,289
FJI,LTU,163
BTN,LTU,281
COM,LTU,86
GUY,LTU,251
BWA,LTU,189
LBR,LTU,734
GLP,LTU,1306
BDI,LTU,273
BRN,LTU,388
GAB,LTU,475
CYP,LTU,23234
COG,LTU,540
LSO,LTU,67
GMB,LTU,2406
EST,LTU,46492
JAM,LTU,555
BIH,LTU,1564
GIN,LTU,1078
BFA,LTU,226
CRI,LTU,689
HRV,LTU,3912
AGO,LTU,238
BEN,LTU,3283
LAO,LTU,174
LTU,LTU,15951683
ARM,LTU,4315
ALB,LTU,1763
HTI,LTU,131
GEO,LTU,9803
CMR,LTU,1575
IRL,LTU,98299
LBN,LTU,1956
BGR,LTU,5260
COD,LTU,668
GRC,LTU,4948
KGZ,LTU,2526
HUN,LTU,2766
DNK,LTU,45718
FIN,LTU,11694
HND,LTU,155
AUT,LTU,6246
BHR,LTU,991
DOM,LTU,350
ETH,LTU,187
LKA,LTU,584
AZE,LTU,3924
KEN,LTU,376
GHA,LTU,745
JOR,LTU,546
CHE,LTU,10129
CIV,LTU,528
BOL,LTU,196
BEL,LTU,6638
KHM,LTU,137
BLR,LTU,59070
CZE,LTU,4178
GTM,LTU,144
ECU,LTU,282
HKG,LTU,702
KWT,LTU,513
KAZ,LTU,2664
CHL,LTU,401
ARG,LTU,480
AUS,LTU,2191
ITA,LTU,4210
KOR,LTU,503
COL,LTU,264
CAN,LTU,1681
ARE,LTU,2181
ESP,LTU,6079
EGY,LTU,519
BGD,LTU,163
DZA,LTU,642
GBR,LTU,43236
DEU,LTU,14356
BRA,LTU,279
JPN,LTU,618
FRA,LTU,2465
IDN,LTU,192
IND,LTU,185
ATG,BRA,712
ABW,BRA,2033
BRB,BRA,586
BDI,BRA,459
BRN,BRA,230
BIH,BRA,286
BFA,BRA,670
AGO,BRA,12386
BEN,BRA,2979
ARM,BRA,175
ALB,BRA,551
BGR,BRA,397
AUT,BRA,959
BHR,BRA,683
AZE,BRA,264
BOL,BRA,6442
BEL,BRA,1808
ARG,BRA,3259
AUS,BRA,1749
ARE,BRA,1050
BGD,BRA,300
BRA,BRA,610340
ATG,BTN,644
ABW,BTN,292
BRB,BTN,273
BHS,BTN,897
BTN,BTN,98255702
BDI,BTN,521
BRN,BTN,2055
BIH,BTN,148
BFA,BTN,262
AGO,BTN,380
BEN,BTN,1018
ARM,BTN,602
ALB,BTN,239
BGR,BTN,340
AUT,BTN,1157
BHR,BTN,31786
AZE,BTN,169
BOL,BTN,358
BEL,BTN,1314
ARG,BTN,185
AUS,BTN,47252
ARE,BTN,16748
BGD,BTN,4895
BRA,BTN,149
ATG,ALB,641
ALB,ALB,14884656
ARE,ALB,2101
ATG,CZE,616
ABW,CZE,1430
CPV,CZE,1923
CUW,CZE,891
BRB,CZE,699
BHS,CZE,544
CAF,CZE,322
BLZ,CZE,378
BTN,CZE,409
BWA,CZE,594
BDI,CZE,196
BRN,CZE,402
CYP,CZE,8523
COG,CZE,400
BIH,CZE,6978
BFA,CZE,195
CRI,CZE,965
AGO,CZE,339
BEN,CZE,1073
ARM,CZE,3903
ALB,CZE,2997
CMR,CZE,417
BGR,CZE,20132
COD,CZE,207
AUT,CZE,20745
BHR,CZE,841
AZE,CZE,2334
CHE,CZE,14526
CIV,CZE,377
BOL,CZE,271
BEL,CZE,5086
BLR,CZE,7821
CZE,CZE,3925843
CHL,CZE,490
ARG,CZE,514
AUS,CZE,2560
COL,CZE,322
CAN,CZE,2478
ARE,CZE,1689
BGD,CZE,194
BRA,CZE,360
ATG,BOL,599
ABW,BOL,2637
BRB,BOL,420
BDI,BOL,338
BRN,BOL,376
BIH,BOL,215
BFA,BOL,573
AGO,BOL,1488
BEN,BOL,4112
ARM,BOL,129
ALB,BOL,353
BGR,BOL,328
AUT,BOL,670
BHR,BOL,516
AZE,BOL,194
BOL,BOL,4864705
BEL,BOL,844
ARG,BOL,35162
AUS,BOL,337
ARE,BOL,591
BGD,BOL,325
ATG,DZA,532
ABW,DZA,635
CPV,DZA,732
CUW,DZA,409
BRB,DZA,300
BHS,DZA,505
CAF,DZA,3830
BLZ,DZA,939
DJI,DZA,5635
BTN,DZA,633
BWA,DZA,1186
BDI,DZA,2265
BRN,DZA,628
CYP,DZA,932
COG,DZA,4013
BIH,DZA,866
BFA,DZA,5903
CRI,DZA,1009
AGO,DZA,1715
BEN,DZA,6774
ARM,DZA,492
ALB,DZA,822
CMR,DZA,4132
BGR,DZA,608
COD,DZA,1668
DNK,DZA,340
AUT,DZA,776
BHR,DZA,2226
DOM,DZA,1628
AZE,DZA,656
CHE,DZA,1505
CIV,DZA,5516
BOL,DZA,1659
BEL,DZA,2517
BLR,DZA,2259
CZE,DZA,809
CHL,DZA,508
ARG,DZA,1013
AUS,DZA,234
COL,DZA,1233
CAN,DZA,1576
ARE,DZA,3296
BGD,DZA,906
DZA,DZA,781660
DEU,DZA,1086
BRA,DZA,982
ATG,IND,522
GRD,IND,554
FSM,IND,410
IMN,IND,358
ABW,IND,389
CPV,IND,185
CUW,IND,502
BRB,IND,370
BHS,IND,320
CAF,IND,698
BLZ,IND,546
GNQ,IND,968
DJI,IND,1032
GUF,IND,229
GUM,IND,240
GNB,IND,588
FJI,IND,1444
BTN,IND,8470
GUY,IND,1157
BWA,IND,869
GLP,IND,127
BDI,IND,1090
BRN,IND,3646
GAB,IND,678
CYP,IND,2168
COG,IND,809
GMB,IND,1168
EST,IND,244
BIH,IND,121
GIN,IND,826
BFA,IND,872
CRI,IND,234
HRV,IND,207
AGO,IND,807
BEN,IND,1791
ARM,IND,288
ALB,IND,182
HTI,IND,738
GEO,IND,350
CMR,IND,687
IRL,IND,1835
BGR,IND,159
COD,IND,1128
GRC,IND,335
HUN,IND,167
DNK,IND,320
FIN,IND,275
HND,IND,352
AUT,IND,312
BHR,IND,28915
DOM,IND,376
ETH,IND,770
AZE,IND,228
GHA,IND,2201
CHE,IND,574
CIV,IND,984
BOL,IND,191
BEL,IND,312
BLR,IND,320
CZE,IND,174
GTM,IND,189
ECU,IND,197
HKG,IND,600
CHL,IND,95
ARG,IND,144
AUS,IND,2661
COL,IND,208
CAN,IND,3276
ARE,IND,36329
ESP,IND,229
EGY,IND,340
BGD,IND,6802
DZA,IND,273
GBR,IND,1484
DEU,IND,556
BRA,IND,221
FRA,IND,213
IDN,IND,501
IND,IND,142229
ATG,BIH,508
ABW,BIH,604
BIH,BIH,24705334
AGO,BIH,393
ARM,BIH,701
ALB,BIH,15027
AUT,BIH,312840
AZE,BIH,3537
ARG,BIH,442
AUS,BIH,7830
ARE,BIH,4792
ATG,AZE,505
ABW,AZE,328
AGO,AZE,910
ARM,AZE,158036
ALB,AZE,1300
AUT,AZE,2578
AZE,AZE,7487254
ARG,AZE,234
AUS,AZE,443
ARE,AZE,2948
ATG,POL,502
GRD,POL,514
KIR,POL,165
FSM,POL,75
LCA,POL,319
IMN,POL,10868
ABW,POL,700
CYM,POL,1472
JEY,POL,44445
CPV,POL,588
CUW,POL,761
BRB,POL,355
BHS,POL,307
CAF,POL,531
BLZ,POL,225
ISL,POL,87649
GNQ,POL,313
DJI,POL,315
MLT,POL,11372
PYF,POL,545
GUF,POL,367
GUM,POL,289
NCL,POL,437
MNE,POL,3660
GNB,POL,207
FJI,POL,111
MDV,POL,768
BTN,POL,212
COM,POL,104
GUY,POL,171
BWA,POL,290
MTQ,POL,534
LBR,POL,347
GLP,POL,576
BDI,POL,340
BRN,POL,309
GAB,POL,246
LUX,POL,12025
PNG,POL,208
CYP,POL,5876
COG,POL,529
MUS,POL,639
LSO,POL,74
MKD,POL,2611
MRT,POL,175
MAC,POL,484
GMB,POL,2391
NER,POL,177
EST,POL,4157
JAM,POL,388
LVA,POL,5180
MWI,POL,123
BIH,POL,1449
GIN,POL,311
MDG,POL,283
BFA,POL,216
MNG,POL,722
CRI,POL,443
MOZ,POL,195
HRV,POL,3608
AGO,POL,361
MDA,POL,6429
BEN,POL,902
LAO,POL,103
LTU,POL,7060
ARM,POL,2460
ALB,POL,1602
HTI,POL,168
MLI,POL,264
PAN,POL,310
GEO,POL,12453
NOR,POL,30301
NIC,POL,160
CMR,POL,412
IRL,POL,35931
LBN,POL,726
BGR,POL,3814
COD,POL,200
GRC,POL,3712
KGZ,POL,841
HUN,POL,3132
DNK,POL,14039
FIN,POL,3411
HND,POL,130
AUT,POL,15110
BHR,POL,720
DOM,POL,310
ETH,POL,607
NZL,POL,1050
LKA,POL,296
AZE,POL,2193
KEN,POL,386
GHA,POL,561
JOR,POL,368
CHE,POL,14613
CIV,POL,668
BOL,POL,229
BEL,POL,11792
LBY,POL,230
KHM,POL,72
BLR,POL,17823
OMN,POL,441
CZE,POL,8194
GTM,POL,141
ECU,POL,219
NPL,POL,623
HKG,POL,553
NLD,POL,33589
KWT,POL,486
KAZ,POL,870
MYS,POL,235
CHL,POL,293
POL,POL,1953202
ARG,POL,369
AUS,POL,1523
ITA,POL,4140
KOR,POL,408
NGA,POL,443
COL,POL,225
PER,POL,227
MAR,POL,793
MMR,POL,52
CAN,POL,1816
ARE,POL,1322
ESP,POL,3114
EGY,POL,367
PAK,POL,234
BGD,POL,233
DZA,POL,884
GBR,POL,22410
DEU,POL,26395
PHL,POL,331
BRA,POL,249
JPN,POL,431
FRA,POL,2600
MEX,POL,223
IDN,POL,204
IND,POL,149
ATG,NPL,491
GRD,NPL,275
KIR,NPL,392
FSM,NPL,705
LCA,NPL,540
IMN,NPL,368
ABW,NPL,371
CYM,NPL,21320
JEY,NPL,298
CPV,NPL,139
CUW,NPL,181
BRB,NPL,270
BHS,NPL,232
CAF,NPL,16464
BLZ,NPL,509
ISL,NPL,1347
GNQ,NPL,585
DJI,NPL,858
MLT,NPL,28345
GUF,NPL,867
GUM,NPL,344
NCL,NPL,305
MNE,NPL,309
GNB,NPL,261
